,l_knee_pos,l_hall_pos,l_knee_vel,l_hall_vel,l_knee_eff,r_knee_pos,r_hall_pos,r_knee_vel,r_hall_vel,r_knee_eff,imu,l_pressure,r_pressure,command,timestamp
0,1.0113872289657593,0.9111845880040709,0.0,5.499088517131299e-10,-0.3271128833293915,-1.0078253746032715,-1.0032234352772091,0.0,-6.054552003710216e-10,0.0,"[-0.2271554172039032, -0.7324810028076172, 0.1791597157716751, -0.6162578463554382, -0.01384864840656519, 0.018109770491719246, 0.002130561275407672, -9.850247383117676, 0.09577295184135437, -1.5467331409454346]","[0.0, 0.0, 0.015522752413301772, 0.0]","[0.0, 0.0, 0.0, 0.0]",[],1656973851.5127726
1,1.009852409362793,0.9111845880040709,0.0,0.0,-0.34046444296836853,-1.0078253746032715,-1.0032234352772091,0.0,0.0,0.0,"[-0.22688186168670654, -0.7325664162635803, 0.17891308665275574, -0.616328775882721, -0.011718086898326874, 0.017044490203261375, 0.003195841796696186, -9.840670585632324, 0.15323671698570251, -1.5563104152679443]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",[],1656973851.5709133
2,1.0113872289657593,0.9111845880040709,0.0,0.0,-0.34714022278785706,-1.0078253746032715,-1.0032234352772091,0.0,0.0,0.0,"[-0.22683082520961761, -0.7325794100761414, 0.17887093126773834, -0.6163443922996521, -0.010652806609869003, 0.017044490203261375, 0.0, -9.850247383117676, 0.21548913419246674, -1.5419445037841797]","[0.04979398166812709, 0.027176006684738185, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",[],1656973851.577224
3,1.0113872289657593,0.9111845880040709,0.0,0.0,-0.34714022278785706,-1.0078253746032715,-1.0032234352772091,0.0,0.0,0.0,"[-0.22682318091392517, -0.7325899600982666, 0.17883317172527313, -0.6163455843925476, -0.01491392869502306, 0.018109770491719246, 0.004261122550815344, -9.86461353302002, 0.16281400620937347, -1.637717366218567]","[0.0, 0.0038071308302723094, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",[],1656973851.5812182
4,1.0113872289657593,0.9111845880040709,0.0,0.0,-0.34046444296836853,-1.0078253746032715,-1.0032234352772091,0.0,0.0,0.0,"[-0.22681322693824768, -0.7325936555862427, 0.17882603406906128, -0.6163468956947327, -0.012783367186784744, 0.019175050780177116, 0.003195841796696186, -9.869401931762695, 0.1101388931274414, -1.5802536010742188]","[0.007039096247451515, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",[],1656973851.5842946
5,1.0113872289657593,0.9111845880040709,0.0,0.0,-0.32043713331222534,-1.0078253746032715,-1.0032234352772091,0.0,0.0,0.0,"[-0.22678792476654053, -0.7325947880744934, 0.17882205545902252, -0.6163560748100281, -0.009587525390088558, 0.015979209914803505, 0.001065280637703836, -9.835882186889648, 0.06225241720676422, -1.5515217781066895]","[0.0, 0.0, 0.18112222144992587, 0.0]","[0.0, 0.0, 0.0, 0.0]",[],1656973851.587048
6,1.0113872289657593,0.9111845880040709,0.0,0.0,-0.33378866314888,-1.0078253746032715,-1.0032234352772091,0.0,0.0,0.0,"[-0.2267647534608841, -0.7326126098632812, 0.17877788841724396, -0.6163561940193176, -0.012783367186784744, 0.020240332931280136, 0.004261122550815344, -9.878979682922363, 0.09577295184135437, -1.565887689590454]","[0.0, 0.0, 0.07927361403621096, 0.0]","[0.0, 0.0, 0.0, 0.0]",[],1656973851.5993226
7,1.009852409362793,0.9111845880040709,0.0,0.0,-0.3538159728050232,-1.0078253746032715,-1.0032234352772091,0.0,0.0,0.0,"[-0.2267342507839203, -0.7326244711875916, 0.17874346673488617, -0.6163633465766907, -0.010652806609869003, 0.018109770491719246, 0.001065280637703836, -9.840670585632324, 0.2011231929063797, -1.7095471620559692]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",[],1656973851.603751
8,1.0113872289657593,0.9111845880040709,0.0,0.0,-0.3137613534927368,-1.0078253746032715,-1.0032234352772091,0.0,0.0,0.0,"[-0.2267192155122757, -0.732629656791687, 0.17872798442840576, -0.6163671612739563, -0.011718086898326874, 0.021305613219738007, 0.001065280637703836, -9.850247383117676, 0.08140700310468674, -1.5802536010742188]","[0.0, 0.0, 0.02213016368147356, 0.0]","[0.0, 0.0, 0.0, 0.0]",[],1656973851.6073115
9,1.0113872289657593,0.9111845880040709,0.0,0.0,-0.34046444296836853,-1.0078253746032715,-1.0032234352772091,0.0,0.0,0.0,"[-0.22670672833919525, -0.7326335906982422, 0.17872726917266846, -0.6163673400878906, -0.010652806609869003, 0.022370893508195877, 0.003195841796696186, -9.802361488342285, 0.047886475920677185, -1.503635287284851]","[0.0, 0.0, 0.08588275348518525, 0.0]","[0.0, 0.0, 0.0, 0.0]",[],1656973851.6102264
10,1.0113872289657593,0.9111845880040709,0.0,0.0,-0.3538159728050232,-1.0078253746032715,-1.0062913968529807,0.0,-0.44850174302412416,0.0,"[-0.22668549418449402, -0.7326329350471497, 0.1787155270576477, -0.6163793206214905, -0.011718086898326874, 0.01384864840656519, 0.003195841796696186, -9.850247383117676, 0.16760265827178955, -1.6425060033798218]","[0.029954360495705767, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",[],1656973851.6170669
