,l_knee_pos,l_hall_pos,l_knee_vel,l_hall_vel,l_knee_eff,r_knee_pos,r_hall_pos,r_knee_vel,r_hall_vel,r_knee_eff,imu,l_pressure,r_pressure,command,timestamp
0,1.0021787881851196,1.2854759002481673,0.0,7.746770832511606e-10,0.18692165613174438,-1.0047574043273926,-1.012427320004523,0.0,-6.101275357348042e-10,-0.026703093200922012,"[-0.18844202160835266, 0.6992806792259216, 0.15553303062915802, 0.6717928647994995, -0.02556673437356949, -0.09161413460969925, -0.020240332931280136, -9.82138729095459, -0.1368456482887268, -1.3491557836532593]","[0.0, 0.0, 0.03881430058055413, 0.0]","[1.5047410079209562, 9.440049910559143, 0.0, 0.0]",[],1659369985.3018615
1,1.0006440877914429,1.2854759002481673,0.0,0.0,0.19359742105007172,-1.0047574043273926,-1.012427320004523,0.0,0.0,-0.026703093200922012,"[-0.1888830065727234, 0.6991741061210632, 0.15597820281982422, 0.6716766953468323, -0.03089313767850399, -0.09480997920036316, -0.01491392869502306, -9.82138729095459, -0.11291530728340149, -1.3917875289916992]","[0.12996090367062524, 0.0, 0.0, 0.0]","[1.5398167819699469, 9.284074099511702, 0.0, 0.0]",[],1659369985.3426228
2,1.0006440877914429,1.2854759002481673,0.0,0.0,0.16689433157444,-1.0047574043273926,-1.0154952815802947,0.0,-0.7124329259830111,-0.026703093200922012,"[-0.18893587589263916, 0.6991537809371948, 0.15602782368659973, 0.671671450138092, -0.03089313767850399, -0.09374469518661499, -0.021305613219738007, -9.826184272766113, -0.222994863986969, -1.3112609386444092]","[0.0, 0.0, 0.01960839225946154, 0.0]","[1.5548080717004746, 9.150217028800913, 0.0, 0.0]",[],1659369985.346929
3,1.0006440877914429,1.2854759002481673,0.0,0.0,0.2136247456073761,-1.0047574043273926,-1.0154952815802947,0.0,0.0,-0.026703093200922012,"[-0.18902675807476044, 0.699133038520813, 0.15611828863620758, 0.6716464757919312, -0.02769729681313038, -0.09480997920036316, -0.022370893508195877, -9.797398567199707, -0.15598991513252258, -1.4486297369003296]","[0.0, 0.0, 0.013015572830030811, 0.0]","[1.528125747083349, 9.29222238182231, 0.0, 0.0]",[],1659369985.354107
4,1.0006440877914429,1.2854759002481673,0.0,0.0,0.2136247456073761,-1.0047574043273926,-1.0154952815802947,0.0,0.0,-0.026703093200922012,"[-0.1889956146478653, 0.6991379261016846, 0.15608476102352142, 0.671657919883728, -0.02982785739004612, -0.09480997920036316, -0.018109770491719246, -9.81179141998291, -0.1033431738615036, -1.4296822547912598]","[0.0, 0.0, 0.0006896084026322719, 0.0]","[1.7442835413967512, 9.637538663564944, 0.0, 0.0]",[],1659369985.358854
5,1.0006440877914429,1.2854759002481673,0.0,0.0,0.20027320086956024,-1.0047574043273926,-1.0154952815802947,0.0,0.0,-0.046730414032936096,"[-0.1891477257013321, 0.6990966200828552, 0.15622985363006592, 0.6716243624687195, -0.02982785739004612, -0.09480997920036316, -0.018109770491719246, -9.802197456359863, -0.16556204855442047, -1.4107348918914795]","[0.0, 0.0, 0.04110959733333365, 0.0]","[1.5623032716675387, 9.42297490630509, 0.0, 0.0]",[],1659369985.364153
6,1.0021787881851196,1.282407938672396,0.0,-0.680952717844276,0.18692165613174438,-1.0047574043273926,-1.0154952815802947,0.0,0.0,-0.03337886556982994,"[-0.18919476866722107, 0.6990785598754883, 0.15627743303775787, 0.6716188788414001, -0.02982785739004612, -0.09587525576353073, -0.017044490203261375, -9.826184272766113, -0.20863665640354156, -1.4154716730117798]","[0.0, 0.0, 0.154345369778008, 0.0]","[1.5020431452391565, 9.220053197400272, 0.0, 0.0]",[],1659369985.3686583
7,1.0021787881851196,1.2854759002481673,0.0,0.5946928324754267,0.18692165613174438,-1.0047574043273926,-1.012427320004523,0.0,0.5946928324755127,-0.026703093200922012,"[-0.18923652172088623, 0.6990624070167542, 0.15632295608520508, 0.6716132760047913, -0.02769729681313038, -0.09480997920036316, -0.01491392869502306, -9.826184272766113, -0.15120385587215424, -1.49126136302948]","[0.030267670227298094, 0.0, 0.19046528759006764, 0.0]","[1.5509094287782104, 9.109091003583133, 0.0, 0.0]",[],1659369985.3738172
8,1.0021787881851196,1.2854759002481673,0.0,0.0,0.2136247456073761,-1.0047574043273926,-1.012427320004523,0.0,0.0,-0.03337886556982994,"[-0.18930718302726746, 0.6990519165992737, 0.1563950777053833, 0.6715875267982483, -0.03195841982960701, -0.09587525576353073, -0.019175050780177116, -9.826184272766113, -0.2660694718360901, -1.4202085733413696]","[0.14497488320932758, 0.0, 0.04053619788547051, 0.0]","[1.586885676783, 9.303864430177345, 0.0, 0.0]",[],1659369985.3778756
9,1.0006440877914429,1.2854759002481673,0.0,0.0,0.18692165613174438,-1.0047574043273926,-1.012427320004523,0.0,0.0,-0.03337886556982994,"[-0.1893598884344101, 0.699029803276062, 0.15643936395645142, 0.6715853810310364, -0.026632016524672508, -0.09054885059595108, -0.015979209914803505, -9.854969024658203, -0.19427846372127533, -1.3870506286621094]","[0.11224372267172922, 0.0, 0.13055141639334686, 0.0]","[1.4783576548938981, 9.429960135318112, 0.0, 0.0]",[],1659369985.38204
10,1.0021787881851196,1.2854759002481673,0.0,0.0,0.20694896578788757,-1.0047574043273926,-1.0154952815802947,0.0,-0.8010435451385175,-0.026703093200922012,"[-0.1893998384475708, 0.6990274786949158, 0.15648479759693146, 0.6715659499168396, -0.02876257710158825, -0.0969405397772789, -0.018109770491719246, -9.78300666809082, -0.09377103298902512, -1.4581034183502197]","[0.15098056400444843, 0.0, 0.12281094858752635, 0.0]","[1.3755252197548624, 9.159530667484942, 0.0, 0.0]",[],1659369985.38587
11,1.0021787881851196,1.2854759002481673,0.0,0.0,0.20694896578788757,-1.0047574043273926,-1.0154952815802947,0.0,0.0,-0.026703093200922012,"[-0.18944698572158813, 0.6990134119987488, 0.15653494000434875, 0.6715555787086487, -0.03302370011806488, -0.09480997920036316, -0.019175050780177116, -9.806994438171387, -0.2899998128414154, -1.3349453210830688]","[0.011051182296069518, 0.0, 0.0, 0.0]","[1.325757572463611, 9.234412875242734, 0.0, 0.0]",[],1659369985.3899393
12,1.0006440877914429,1.282407938672396,0.0,-0.5575374137393103,0.19359742105007172,-1.0047574043273926,-1.0154952815802947,0.0,0.0,-0.026703093200922012,"[-0.1895250678062439, 0.6989787220954895, 0.15660211443901062, 0.6715540289878845, -0.02556673437356949, -0.09480997920036316, -0.017044490203261375, -9.797398567199707, -0.1368456482887268, -1.4959982633590698]","[0.0, 0.0, 0.0, 0.0]","[1.5218295477639514, 9.25265093279437, 0.0, 0.0]",[],1659369985.395442
13,1.0006440877914429,1.2854759002481673,0.0,0.7114088627323797,0.18692165613174438,-1.0047574043273926,-1.012427320004523,0.0,0.7114088627324826,-0.026703093200922012,"[-0.18956726789474487, 0.6989765167236328, 0.1566516011953354, 0.6715328097343445, -0.02982785739004612, -0.09374469518661499, -0.018109770491719246, -9.759018898010254, -0.1464177817106247, -1.4202085733413696]","[0.0, 0.0, 0.0634696273580052, 0.0]","[1.6042754127070602, 9.123061461609177, 0.0, 0.0]",[],1659369985.3997545
14,1.0006440877914429,1.2854759002481673,0.0,0.0,0.16689433157444,-1.0047574043273926,-1.0154952815802947,0.0,-0.6496018733457088,-0.026703093200922012,"[-0.1896180808544159, 0.6989511847496033, 0.15669824182987213, 0.67153400182724, -0.03089313767850399, -0.09587525576353073, -0.019175050780177116, -9.826184272766113, -0.222994863986969, -1.3349453210830688]","[0.09272559376123611, 0.0, 0.09443064910062368, 0.0]","[1.5521097641204755, 9.19173457691095, 0.0, 0.0]",[],1659369985.4044774
15,1.0021787881851196,1.2854759002481673,0.0,0.0,0.16689433157444,-1.0047574043273926,-1.0154952815802947,0.0,0.0,-0.046730414032936096,"[-0.18966586887836456, 0.6989361047744751, 0.156740203499794, 0.6715263724327087, -0.02876257710158825, -0.09480997920036316, -0.020240332931280136, -9.792601585388184, -0.1368456482887268, -1.4012612104415894]","[0.017956002352390386, 0.0, 0.08669018129480319, 0.0]","[1.6234625373571212, 9.230921412274142, 0.0, 0.0]",[],1659369985.408784
16,1.0006440877914429,1.2854759002481673,0.0,0.0,0.15354278683662415,-1.0047574043273926,-1.0154952815802947,0.0,0.0,-0.03337886556982994,"[-0.1897067129611969, 0.6989286541938782, 0.156793013215065, 0.6715102791786194, -0.03621954098343849, -0.09374469518661499, -0.015979209914803505, -9.768613815307617, -0.17513418197631836, -1.3491557836532593]","[0.0, 0.0, 0.05859530731083684, 0.0]","[1.6579399233277776, 9.280971856359532, 0.0, 0.0]",[],1659369985.413279
17,1.0006440877914429,1.2854759002481673,0.0,0.0,0.20694896578788757,-1.0047574043273926,-1.012427320004523,0.0,0.713736952083041,-0.03337886556982994,"[-0.18978074193000793, 0.6989012956619263, 0.15687215328216553, 0.6714993715286255, -0.03089313767850399, -0.09267941862344742, -0.018109770491719246, -9.826184272766113, -0.17034812271595, -1.3775768280029297]","[0.01345274277699865, 0.0, 0.0, 0.0]","[1.6099714443553252, 9.228593002603136, 0.0, 0.0]",[],1659369985.4175775
18,1.0006440877914429,1.2854759002481673,0.0,0.0,0.22697629034519196,-1.0047574043273926,-1.012427320004523,0.0,0.0,-0.03337886556982994,"[-0.18982195854187012, 0.6989001631736755, 0.1569240242242813, 0.6714767813682556, -0.03089313767850399, -0.09161413460969925, -0.020240332931280136, -9.74462604522705, -0.14163170754909515, -1.5244193077087402]","[0.0, 0.0, 0.022474540018113692, 0.0]","[1.6411507999730497, 9.410172107728306, 0.0, 0.0]",[],1659369985.421908
19,1.0021787881851196,1.282407938672396,0.0,-0.6630236762728402,0.2136247456073761,-1.0047574043273926,-1.0154952815802947,0.0,-0.6630236762729362,-0.026703093200922012,"[-0.18987371027469635, 0.6988900303840637, 0.15696775913238525, 0.6714624166488647, -0.02982785739004612, -0.09587525576353073, -0.020240332931280136, -9.82138729095459, -0.20863665640354156, -1.3586294651031494]","[0.0, 0.0, 0.08754985572626614, 0.0]","[1.654941754361312, 9.279417280169689, 0.0, 0.0]",[],1659369985.4265351
20,1.0006440877914429,1.2854759002481673,0.0,0.7021697865929981,0.2136247456073761,-1.0047574043273926,-1.012427320004523,0.0,0.7021697865930997,-0.026703093200922012,"[-0.18991871178150177, 0.6988778710365295, 0.15700888633728027, 0.6714527606964111, -0.026632016524672508, -0.09374469518661499, -0.018109770491719246, -9.854969024658203, -0.11770137399435043, -1.49126136302948]","[0.0, 0.0, 0.07522219233754059, 0.0]","[1.7125044630060942, 9.318993335349301, 0.0, 0.0]",[],1659369985.4309044
21,1.0006440877914429,1.2854759002481673,0.0,0.0,0.18024587631225586,-1.0047574043273926,-1.0154952815802947,0.0,-0.4856568353376036,-0.026703093200922012,"[-0.190015509724617, 0.6988551020622253, 0.15710875391960144, 0.6714257001876831, -0.03408898040652275, -0.09587525576353073, -0.018109770491719246, -9.85017204284668, -0.25171127915382385, -1.3538926839828491]","[0.0, 0.0, 0.19275888538152017, 0.0]","[1.6558417834189108, 9.33102230044492, 0.0, 0.0]",[],1659369985.4372215
22,1.0021787881851196,1.282407938672396,0.0,-0.671430394422295,0.20027320086956024,-1.0047574043273926,-1.0154952815802947,0.0,0.0,-0.026703093200922012,"[-0.1900661438703537, 0.6988366842269897, 0.15715545415878296, 0.671419620513916, -0.02876257710158825, -0.09267941862344742, -0.018109770491719246, -9.830981254577637, -0.18470633029937744, -1.46284019947052]","[0.050086105422457214, 0.0, 0.12883206753042095, 0.0]","[1.600977382354128, 9.354301791003317, 0.0, 0.0]",[],1659369985.4417908
